   1.0000000e+00   1.0000000e+00   1.6083000e+04   2.5200000e+03   3.0000000e+00   1.5000000e+00   1.0000000e+00   1.5298500e+05
   1.0000000e+00   2.0000000e+00   1.2907000e+04   2.7420000e+03   3.0000000e+00   1.5000000e+00   0.0000000e+00   1.4800900e+05
   1.0000000e+00   3.0000000e+00   1.2129000e+04   2.2820000e+03   2.0000000e+00   1.0000000e+00   0.0000000e+00   1.2021500e+05
   1.0000000e+00   4.0000000e+00   1.2471000e+04   2.3470000e+03   2.0000000e+00   1.5000000e+00   0.0000000e+00   1.2882000e+05
   1.0000000e+00   5.0000000e+00   1.2499000e+04   2.3270000e+03   2.0000000e+00   1.5000000e+00   0.0000000e+00   1.2883800e+05
   1.0000000e+00   6.0000000e+00   1.4860000e+04   2.7190000e+03   3.0000000e+00   1.5000000e+00   1.0000000e+00   1.6810800e+05
   1.0000000e+00   7.0000000e+00   1.6025000e+04   2.7770000e+03   3.0000000e+00   2.0000000e+00   1.0000000e+00   1.7803600e+05
   1.0000000e+00   8.0000000e+00   1.3234000e+04   2.3100000e+03   2.0000000e+00   1.5000000e+00   1.0000000e+00   1.4488000e+05
   1.0000000e+00   9.0000000e+00   1.5344000e+04   2.9410000e+03   3.0000000e+00   2.0000000e+00   1.0000000e+00   1.8851300e+05
   1.0000000e+00   1.0000000e+01   1.2842000e+04   2.4910000e+03   3.0000000e+00   1.5000000e+00   0.0000000e+00   1.4340300e+05
   1.0000000e+00   1.1000000e+01   1.1306000e+05   2.8100000e+03   3.0000000e+00   2.0000000e+00   0.0000000e+00   2.6282100e+05
   1.0000000e+00   1.2000000e+01   1.1805000e+04   2.3960000e+03   2.0000000e+00   1.5000000e+00   0.0000000e+00   1.3862800e+05
   1.0000000e+00   1.3000000e+01   1.2964000e+04   2.1900000e+03   2.0000000e+00   1.0000000e+00   0.0000000e+00   1.2644000e+05
   1.0000000e+00   1.4000000e+01   1.5361000e+04   2.8250000e+03   3.0000000e+00   2.0000000e+00   1.0000000e+00   1.8767200e+05
   1.0000000e+00   1.5000000e+01   1.4476000e+04   2.9920000e+03   3.0000000e+00   2.0000000e+00   1.0000000e+00   1.9699200e+05
   1.0000000e+00   1.6000000e+01   1.1574000e+04   2.1350000e+03   2.0000000e+00   1.0000000e+00   0.0000000e+00   1.2533300e+05
   1.0000000e+00   1.7000000e+01   1.6423000e+04   2.4800000e+03   3.0000000e+00   1.5000000e+00   1.0000000e+00   1.6876500e+05
   1.0000000e+00   1.8000000e+01   1.4315000e+04   2.1980000e+03   2.0000000e+00   1.0000000e+00   1.0000000e+00   1.4655600e+05
   1.0000000e+00   1.9000000e+01   1.3587000e+04   2.8100000e+03   3.0000000e+00   2.0000000e+00   1.0000000e+00   1.9037700e+05
   1.0000000e+00   2.0000000e+01   1.4837000e+04   3.0420000e+03   3.0000000e+00   2.0000000e+00   1.0000000e+00   2.0561100e+05
   1.0000000e+00   2.1000000e+01   1.2421000e+04   2.3120000e+03   2.0000000e+00   1.5000000e+00   0.0000000e+00   1.4403600e+05
   1.0000000e+00   2.2000000e+01   1.5766000e+04   2.7150000e+03   3.0000000e+00   1.5000000e+00   1.0000000e+00   1.8646000e+05
   1.0000000e+00   2.3000000e+01   1.3836000e+04   2.9000000e+03   3.0000000e+00   2.0000000e+00   1.0000000e+00   2.0000900e+05
   1.0000000e+00   2.4000000e+01   1.3362000e+04   2.8960000e+03   3.0000000e+00   2.0000000e+00   1.0000000e+00   2.0038700e+05
   1.0000000e+00   2.5000000e+01   1.6511000e+04   2.8900000e+03   3.0000000e+00   2.0000000e+00   1.0000000e+00   2.0461000e+05
   1.0000000e+00   2.6000000e+01   1.6144000e+04   2.4990000e+03   3.0000000e+00   1.5000000e+00   1.0000000e+00   1.7938700e+05
   1.0000000e+00   2.7000000e+01   1.6034000e+04   3.0860000e+03   4.0000000e+00   2.0000000e+00   1.0000000e+00   2.1814800e+05
   1.0000000e+00   2.8000000e+01   1.7361000e+04   2.7380000e+03   3.0000000e+00   1.5000000e+00   2.0000000e+00   2.3176000e+05
   1.0000000e+00   2.9000000e+01   1.3664000e+04   2.2570000e+03   2.0000000e+00   1.0000000e+00   1.0000000e+00   1.6114900e+05
   1.0000000e+00   3.0000000e+01   1.2216000e+04   2.8660000e+03   3.0000000e+00   2.0000000e+00   0.0000000e+00   1.8550600e+05
   1.0000000e+00   3.1000000e+01   1.7067000e+04   3.1020000e+03   4.0000000e+00   2.0000000e+00   2.0000000e+00   2.6545000e+05
   1.0000000e+00   3.2000000e+01   1.2364000e+04   2.4910000e+03   3.0000000e+00   1.5000000e+00   0.0000000e+00   1.6492100e+05
   1.0000000e+00   3.3000000e+01   1.2014000e+04   3.0870000e+03   4.0000000e+00   2.0000000e+00   0.0000000e+00   2.0037100e+05
   1.0000000e+00   3.4000000e+01   1.7397000e+04   2.2780000e+03   2.0000000e+00   1.0000000e+00   2.0000000e+00   2.0320700e+05
   1.0000000e+00   3.5000000e+01   1.5141000e+04   3.1520000e+03   4.0000000e+00   2.0000000e+00   1.0000000e+00   2.2963200e+05
   1.0000000e+00   3.6000000e+01   1.4007000e+04   2.3060000e+03   2.0000000e+00   1.5000000e+00   1.0000000e+00   1.7631700e+05
   1.0000000e+00   3.7000000e+01   1.2959000e+04   2.5490000e+03   3.0000000e+00   1.5000000e+00   0.0000000e+00   1.7341000e+05
